30,waving,7838435328,0.076301946,6.6699595,5.0344906;
30,waving,7845437184,0.076301946,6.6699595,5.0344906;
30,waving,7851439360,-19.137827,2.7852345,3.7476623;
,,,,,
30,waving,7857439744,-19.137827,2.7852345,3.7476623;
30,waving,7864441600,-19.137827,2.7852345,3.7476623;
30,waving,7870442752,-19.137827,2.7852345,3.7476623;
30,waving,7900449024,-18.06108,3.1069417,-1.194356;
30,waving,7912451840,-18.06108,3.1069417,-1.194356;
30,waving,7929455616,-18.06108,3.1069417,-1.194356;
30,waving,7934456832,-7.7404203,4.764855,-3.530595;
30,waving,7940457984,-7.7404203,4.764855,-3.530595;
30,waving,7946459648,-4.1848845,6.667265,-1.0611844;
30,waving,7951460864,-4.1848845,6.667265,-1.0611844;
30,waving,7957462272,-4.1848845,6.667265,-1.0611844;
30,waving,7966464256,-0.4345289,7.8439655,2.0685012;
30,waving,7972465664,-0.4345289,7.8439655,2.0685012;
30,waving,8574433280,8.695066,-3.6940942,1.7345245;
30,waving,8574433280,8.695066,-3.6940942,1.7345245;
30,waving,8585435136,12.002515,-4.0816393,1.9556794;
30,waving,8591436032,12.002515,-4.0816393,1.9556794;
30,waving,8597437184,12.002515,-4.0816393,1.9556794;
30,waving,8603438592,16.387306,-3.271835,0.88521796;
30,waving,8608440064,16.387306,-3.271835,0.88521796;
30,waving,8614441728,16.387306,-3.271835,0.88521796;
30,waving,8622443776,16.387306,-3.271835,0.88521796;
30,waving,8628445184,19.1489,-2.4656224,0.13377026;
30,waving,8634445824,19.1489,-2.4656224,0.13377026;
30,waving,8640447488,19.1489,-2.4656224,0.13377026;
30,waving,8646448896,19.1489,-2.4656224,0.13377026;
,,,,,
30,waving,8652449536,18.85712,-1.9966785,0.50126445;
30,waving,8658451456,18.85712,-1.9966785,0.50126445;
30,waving,8665453056,18.85712,-1.9966785,0.50126445;
30,waving,8770087424,18.85712,-1.9966785,0.50126445;
,,,,,
30,waving,8784089856,17.75284,-2.2292051,0.017955743;
30,waving,8793091328,17.75284,-2.2292051,0.017955743;
30,waving,8803095552,17.75284,-2.2292051,0.017955743;
30,waving,8809095424,17.470337,-2.8181534,-1.4059345;
30,waving,8816099328,17.470337,-2.8181534,-1.4059345;
30,waving,8822098176,17.470337,-2.8181534,-1.4059345;
30,waving,8830100672,17.113307,-2.8094747,-1.5744191;
30,waving,8837102336,17.113307,-2.8094747,-1.5744191;
30,waving,8844105984,17.113307,-2.8094747,-1.5744191;
30,waving,8852105728,17.113307,-2.8094747,-1.5744191;
30,waving,8860106752,16.643776,-2.611064,-0.30674395;
30,waving,8868108800,16.643776,-2.611064,-0.30674395;
30,waving,8876113920,16.643776,-2.611064,-0.30674395;
30,waving,8883012448,16.643776,-2.611064,-0.30674395;
30,waving,8890113792,16.45075,-2.2253049,0.33218122;
30,waving,9564162560,-5.99183,-1.662103,1.6965182;
30,waving,9584167936,-5.99183,-1.662103,1.6965182;
30,waving,9595169024,-5.0102506,-0.66645724,1.3218418;
30,waving,9603070304,-5.0102506,-0.66645724,1.3218418;
30,waving,9610172416,-4.429083,0.06254582,0.9699093;
30,waving,9615173020,-4.429083,0.06254582,0.9699093;
30,waving,9624175872,-4.429083,0.06254582,0.9699093;
30,waving,9632177664,-4.429083,0.06254582,0.9699093;
,,,,,
30,waving,9637177856,-4.1390977,0.45607585,0.80711055;
30,waving,9644179200,-4.1390977,0.45607585,0.80711055;
30,waving,9650181376,-4.1390977,0.45607585,0.80711055;
30,waving,9656182528,-4.1390977,0.45607585,0.80711055;
30,waving,9662183424,-3.1341743,0.35612223,0.6763329;
30,waving,9668185600,-3.1341743,0.35612223,0.6763329;
30,waving,9674186752,-3.1341743,0.35612223,0.6763329;
30,waving,9681187840,-1.2646827,0.40639824,0.55991983;
30,waving,9687189504,-1.2646827,0.40639824,0.55991983;
30,waving,10570640128,-13.235476,0.63443613,3.1913338;
30,waving,10580642560,-13.235476,0.63443613,3.1913338;
30,waving,10609166848,-14.1994,1.2188954,4.203738;
30,waving,10613067872,-14.524998,1.384687,4.224088;
30,waving,10620168960,-14.524998,1.384687,4.224088;
30,waving,10624169728,-14.524998,1.384687,4.224088;
30,waving,10632172288,-14.524998,1.384687,4.224088;
30,waving,10637173760,-14.529487,1.7375171,4.1687245;
30,waving,10643074144,-14.529487,1.7375171,4.1687245;
30,waving,10649175552,-14.529487,1.7375171,4.1687245;
30,waving,10654177024,-14.529487,1.7375171,4.1687245;
30,waving,10664179456,-14.529487,1.7375171,4.1687245;
,,,,,
30,waving,10671180800,-14.9275055,1.8736815,4.2968087;
30,waving,10679182848,-14.9275055,1.8736815,4.2968087;
30,waving,10685184256,-14.9275055,1.8736815,4.2968087;
30,waving,10691185408,-14.9275055,1.8736815,4.2968087;
30,waving,10697186560,-15.156142,1.6163058,3.688109;
30,waving,10702187776,-15.156142,1.6163058,3.688109;
30,waving,10708189184,-15.156142,1.6163058,3.688109;
30,waving,11574289408,15.572715,-0.76521385,0.19811168;
30,waving,11766139648,15.572715,-0.76521385,0.19811168;
30,waving,11780143004,12.244918,-0.19332346,1.5040925;
30,waving,11790144000,12.244918,-0.19332346,1.5040925;
30,waving,11798145536,11.29476,0.23730504,1.2736605;
30,waving,11804148480,11.29476,0.23730504,1.2736605;
30,waving,11811149056,11.29476,0.23730504,1.2736605;
30,waving,11818150400,11.29476,0.23730504,1.2736605;
30,waving,11823051104,10.481066,0.5841601,0.962727;
30,waving,11829152768,10.481066,0.5841601,0.962727;
30,waving,11834153984,10.481066,0.5841601,0.962727;
30,waving,11843055712,10.481066,0.5841601,0.962727;
;,,,,,
30,waving,11850158080,9.6619835,0.87773645,0.82536554;
30,waving,11855158528,9.6619835,0.87773645,0.82536554;
30,waving,11862159872,9.6619835,0.87773645,0.82536554;
30,waving,11868161280,9.6619835,0.87773645,0.82536554;
30,waving,11875163392,8.721402,0.9633255,0.6865078;
30,waving,11881165056,8.721402,0.9633255,0.6865078;
30,waving,11888165632,8.721402,0.9633255,0.6865078;
30,waving,11894167552,8.721402,0.9633255,0.6865078;
30,waving,11900169216,8.721402,0.9633255,0.6865078;
30,waving,11906170880,7.0859337,1.0037259,0.6700484;
30,waving,11912171264,7.0859337,1.0037259,0.6700484;
30,waving,11918173084,7.0859337,1.0037259,0.6700484;
30,waving,11924174848,7.0859337,1.0037259,0.6700484;
30,waving,11930175744,4.9536896,1.2464277,0.5275995;
30,waving,11936177152,4.9536896,1.2464277,0.5275995;
30,waving,11942178560,4.9536896,1.2464277,0.5275995;
30,waving,11947179776,4.9536896,1.2464277,0.5275995;
30,waving,11953080928,3.20899,1.6767668,0.2998609;
30,waving,11961182464,3.20899,1.6767668,0.2998609;
30,waving,11967184384,3.20899,1.6767668,0.2998609;
30,waving,11973085792,3.20899,1.6767668,0.2998609;
30,waving,12578697472,5.6533647,0.47702417,0.5081474;
30,waving,12590218240,5.6533647,0.47702417,0.5081474;
30,waving,12603220224,7.1906753,0.25227815,-0.027830394;
30,waving,12609221888,8.811181,0.46774706,-0.3767713;
30,waving,12616222464,8.811181,0.46774706,-0.3767713;
30,waving,12622223360,8.811181,0.46774706,-0.3767713;
30,waving,12628226560,8.811181,0.46774706,-0.3767713;
30,waving,12634247168,10.704614,0.039502624,-0.91693985;
30,waving,12642228224,10.704614,0.039502624,-0.91693985;
30,waving,12649229824,10.704614,0.039502624,-0.91693985;
30,waving,12655230744,10.704614,0.039502624,-0.91693985;
30,waving,12660234240,10.704614,0.039502624,-0.91693985;
30,waving,12667233536,12.60074,-0.24719071,-0.691296;
30,waving,12673238272,14.001887,-0.015860908,-0.71164584;
30,waving,12683237888,14.001887,-0.015860908,-0.71164584;
30,waving,12692239616,14.001887,-0.015860908,-0.71164584;
30,waving,12698240768,14.001887,-0.015860908,-0.71164584;
30,waving,12704264704,13.971362,0.45906848,-0.589846;
30,waving,12711244544,13.971362,0.45906848,-0.589846;
30,waving,12717245952,13.971362,0.45906848,-0.589846;
30,waving,13583001184,-14.607294,1.3332138,5.930081;
30,waving,13606097664,-14.607294,1.3332138,5.930081;
30,waving,13620101632,-15.652309,1.1988449,5.1353416;
30,waving,13630102784,-15.652309,1.1988449,5.1353416;
30,waving,13638105856,-15.725338,0.9938503,5.2116537;
30,waving,13646106368,-15.725338,0.9938503,5.2116537;
30,waving,13657109248,-15.725338,0.9938503,5.2116537;
30,waving,13664110336,-15.56643,0.6179767,5.663839;
30,waving,13664110336,-15.725338,0.9938503,5.2116537;
30,waving,13670111744,-15.56643,0.6179767,5.663839;
30,waving,13679113728,-15.56643,0.6179767,5.663839;
30,waving,13682114560,-15.56643,0.6179767,5.663839;
30,waving,13688115968,-15.56643,0.6179767,5.663839;
30,waving,13696117248,-13.354582,-0.19332346,5.247266;
30,waving,13702118656,-13.354582,-0.19332346,5.247266;
30,waving,13709120768,-13.354582,-0.19332346,5.247266;
30,waving,13715121920,-10.064192,-0.5913424,3.534887;
,,,,,
30,waving,14585062656,0.3220063,3.268244,0.21816224;
30,waving,14607067648,0.3220063,3.268244,0.21816224;
30,waving,14621071360,-4.8770785,1.6372641,1.6306806;
30,waving,14629072640,-4.8770785,1.6372641,1.6306806;
30,waving,14636074496,-4.8770785,1.6372641,1.6306806;
30,waving,14642076416,-6.3790765,1.2949082,1.8629082;
30,waving,14649077504,-6.3790765,1.2949082,1.8629082;
30,waving,14655078912,-6.3790765,1.2949082,1.8629082;
30,waving,14661080832,-6.3790765,1.2949082,1.8629082;
30,waving,14666081536,-6.3790765,1.2949082,1.8629082;
30,waving,14672082944,-7.9609776,1.3356079,1.7659472;
30,waving,14678084608,-7.9609776,1.3356079,1.7659472;
30,waving,14685085440,-7.9609776,1.3356079,1.7659472;
30,waving,14691087616,-8.97817,1.2176985,1.8141284;
,,,,,
30,waving,14699089152,-8.97817,1.2176985,1.8141284;
30,waving,14705091072,-8.97817,1.2176985,1.8141284;
30,waving,15588110336,9.887029,4.732834,-0.43782082;
30,waving,15771112448,9.887029,4.732834,-0.43782082;
30,waving,15784114688,12.45081,5.1793337,-0.14095257;
30,waving,15784114688,12.45081,5.1793337,-0.14095257;
30,waving,15794117632,12.45081,5.1793337,-0.14095257;
30,waving,15803018336,12.45081,5.1793337,-0.14095257;
30,waving,15809128960,13.938742,5.404678,-0.25946045;
30,waving,15816121344,13.938742,5.404678,-0.25946045;
30,waving,15822122752,13.938742,5.404678,-0.25946045;
30,waving,15829124608,15.775305,5.948437,-0.55692726;
30,waving,15835126784,15.775305,5.948437,-0.55692726;
30,waving,15842127104,15.775305,5.948437,-0.55692726;
30,waving,15848128256,15.775305,5.948437,-0.55692726;
30,waving,15855130368,15.775305,5.948437,-0.55692726;
30,waving,15863030904,16.559683,5.9672914,-0.98756576;
30,waving,15869133568,16.559683,5.9672914,-0.98756576;
30,waving,15875134720,16.559683,5.9672914,-0.98756576;
30,waving,15882136320,16.559683,5.9672914,-0.98756576;
30,waving,15888137728,16.026396,4.9159822,-1.8748786;
30,waving,15895139072,16.026396,4.9159822,-1.8748786;
30,waving,15903040864,16.026396,4.9159822,-1.8748786;
30,waving,15911142400,10.809056,2.6577487,-1.824004;
30,waving,15917144320,10.809056,2.6577487,-1.824004;
30,waving,15924145920,10.809056,2.6577487,-1.824004;
30,waving,15929147136,10.809056,2.6577487,-1.824004;
30,waving,16615232512,-5.9062414,1.291307,4.3910766;
30,waving,16623233280,-5.9062414,1.291307,4.3910766;
30,waving,16684468736,-5.9062414,1.291307,4.3910766;
30,waving,16697472512,-5.9062414,1.291307,4.3910766;
30,waving,16706472192,-5.9062414,1.291307,4.3910766;
30,waving,16723476736,-3.5474555,1.3359071,2.5577953;
30,waving,16730478080,-2.2184307,0.79514,2.2579343;
30,waving,17619372032,-13.341116,-4.5733275,3.9448764;
30,waving,17636376320,-13.341116,-4.5733275,3.9448764;
30,waving,17682424320,-17.19352,-7.242448,2.5105116;
30,waving,17694685952,-18.19994,-7.516572,2.3345454;
30,waving,17699686656,-18.19994,-7.516572,2.3345454;
30,waving,17719691008,-18.19994,-7.516572,2.3345454;
30,waving,17728694016,-17.110924,-7.1077795,1.4633929;
30,waving,17736696320,-17.110924,-7.1077795,1.4633929;
30,waving,17742697472,-17.110924,-7.1077795,1.4633929;
30,waving,17742697472,-17.110924,-7.1077795,1.4633929;
30,waving,17753700096,-17.110924,-7.1077795,1.4633929;
30,waving,17766702848,-17.110924,-7.1077795,1.4633929;
30,waving,17774703004,-15.440441,-6.4308486,0.6458081;
30,waving,17780704768,-15.440441,-6.4308486,0.6458081;
30,waving,18623030392,13.185199,1.5504782,-0.39801893;
30,waving,18636134400,13.185199,1.5504782,-0.39801893;
30,waving,18647138304,11.30224,1.8850534,-0.9669166;
30,waving,18664141568,11.30224,1.8850534,-0.9669166;
30,waving,18669142528,9.733209,1.982613,-0.90107894;
30,waving,18677144064,9.733209,1.982613,-0.90107894;
30,waving,18682144768,9.733209,1.982613,-0.90107894;
30,waving,18689147392,9.733209,1.982613,-0.90107894;
30,waving,18695148032,8.4553585,2.216337,-0.716434;
30,waving,18701149440,8.4553585,2.216337,-0.716434;
30,waving,18707150848,8.4553585,2.216337,-0.716434;
30,waving,18713052256,8.4553585,2.216337,-0.716434;
30,waving,18719153408,7.4887404,2.5464232,-0.7182296;
30,waving,19775278592,13.589503,-5.571965,-0.9890621;
30,waving,19790281216,13.589503,-5.571965,-0.9890621;
30,waving,19799282176,15.37221,-4.2510214,-1.0147986;
30,waving,19804283036,15.37221,-4.2510214,-1.0147986;
30,waving,19804283036,15.37221,-4.2510214,-1.0147986;
30,waving,19810285302,19.144712,-4.1708193,-1.791983;
30,waving,19815285760,19.144712,-4.1708193,-1.791983;
30,waving,19815285760,19.144712,-4.1708193,-1.791983;
30,waving,19821286912,19.144712,-4.1708193,-1.791983;
30,waving,19821286912,19.144712,-4.1708193,-1.791983;
30,waving,19828288768,19.144712,-4.1708193,-1.791983;
30,waving,19835290368,21.276354,-3.4253566,-2.1528933;
30,waving,19835290368,21.276354,-3.4253566,-2.1528933;
30,waving,19840291328,21.276354,-3.4253566,-2.1528933;
30,waving,19846292992,21.276354,-3.4253566,-2.1528933;
30,waving,19846292992,21.276354,-3.4253566,-2.1528933;
30,waving,19851293952,21.276354,-3.4253566,-2.1528933;
30,waving,19857295360,17.566402,0.5889483,-1.9646573;
30,waving,19862309120,17.566402,0.5889483,-1.9646573;
30,waving,19862309120,17.566402,0.5889483,-1.9646573;
30,waving,19868297984,17.566402,0.5889483,-1.9646573;
30,waving,19876300032,17.566402,0.5889483,-1.9646573;
30,waving,19882300928,12.878755,-0.33816648,-0.123595364;
30,waving,19889302784,12.878755,-0.33816648,-0.123595364;
30,waving,19895303936,12.878755,-0.33816648,-0.123595364;
30,waving,19903305728,12.878755,-0.33816648,-0.123595364;
30,waving,19909307136,10.086937,-4.626596,0.9163413;
64;,,,,,
30,waving,19915308288,10.086937,-4.626596,0.9163413;
30,waving,19921309952,10.086937,-4.626596,0.9163413;
30,waving,19929301744,10.086937,-4.626596,0.9163413;
30,waving,19935302896,10.086937,-4.626596,0.9163413;
30,waving,19941304048,9.3666115,-6.8569984,-0.0451886;
30,waving,19948306160,9.3666115,-6.8569984,-0.0451886;
30,waving,19955308016,9.3666115,-6.8569984,-0.0451886;
30,waving,19962309360,9.3666115,-6.8569984,-0.0451886;
30,waving,19969320448,9.3666115,-6.8569984,-0.0451886;
30,waving,20638132992,-12.261375,-3.230734,2.1029165;
30,waving,20652136192,-12.261375,-3.230734,2.1029165;
30,waving,20666139392,-14.640213,-4.8788743,2.0691;
30,waving,20673041248,-14.640213,-4.8788743,2.0691;
30,waving,20681142784,-14.640213,-4.8788743,2.0691;
30,waving,20689144832,-15.156441,-5.270608,1.1177448;
30,waving,20695145984,-15.156441,-5.270608,1.1177448;
30,waving,20701147136,-15.156441,-5.270608,1.1177448;
30,waving,20708148736,-15.156441,-5.270608,1.1177448;
,,,,,
30,waving,20714150656,-14.812289,-5.357993,0.28729185;
30,waving,21681925376,-2.4156456,-3.2140775,-0.78376806;
30,waving,21712965376,-2.4156456,-3.2140775,-0.78376806;
30,waving,21750974720,-10.344003,-3.7991354,1.8862507;
30,waving,22696738816,12.303272,-0.50575334,1.0109081;
30,waving,22714742528,12.303272,-0.50575334,1.0109081;
30,waving,22745737728,14.330075,3.154225,1.0860230;
30,waving,23779496960,7.142494,-0.14933093,0.21187773;
30,waving,23794502144,7.142494,-0.14933093,0.21187773;
30,waving,23802501120,10.492437,-3.032126,-2.1358352;
30,waving,24756126464,-14.842516,-0.69728124,3.088088;
30,waving,24816133376,-14.842516,-0.69728124,3.088088;
30,waving,24812132608,-14.842516,-0.69728124,3.088088;
30,waving,24827137024,-14.842516,-0.69728124,3.088088;
30,waving,24837138176,-14.842516,-0.69728124,3.088088;
30,waving,24850140928,-10.364951,1.3625414,2.5874221;
30,waving,25762329856,14.285288,1.361943,-0.8579852;
30,waving,25803461632,14.285288,1.361943,-0.8579852;
30,waving,25811463068,14.285288,1.361943,-0.8579852;
,,,,,
30,waving,25822469632,11.879518,1.9218628,-0.67334026;
30,waving,25825470720,11.879518,1.9218628,-0.67334026;
30,waving,25835472640,11.879518,1.9218628,-0.67334026;
30,waving,25838473728,11.879518,1.9218628,-0.67334026;
30,waving,25845475328,11.458157,2.4060693,-0.9884635;
30,waving,25845475328,11.879518,1.9218628,-0.67334026;
30,waving,25851476480,11.458157,2.4060693,-0.9884635;
30,waving,26782154752,-11.262439,-0.7343898,1.7806108;
30,waving,26894187776,-11.262439,-0.7343898,1.7806108;
30,waving,26907190272,-11.262439,-0.7343898,1.7806108;
30,waving,26916192000,-9.118224,-0.17476921,1.3897743;
30,waving,26922192128,-8.007662,-0.55962056,1.4906259;
30,waving,26928194304,-8.007662,-0.55962056,1.4906259;
30,waving,26936196352,-6.7842774,-0.50306,2.0643015;
30,waving,26942196736,-6.7842774,-0.50306,2.0643015;
30,waving,26949198848,-6.7842774,-0.50306,2.0643015;
30,waving,26957200640,-4.7609644,-0.10085141,1.901513;
30,waving,26964201984,-4.7609644,-0.10085141,1.901513;
30,waving,26971203072,-4.7609644,-0.10085141,1.901513;
30,waving,26993208832,-4.7609644,-0.10085141,1.901513;
30,waving,27002209536,-1.9793212,0.6577786,1.2688723;
,,,,,
30,waving,27011211776,-1.9793212,0.6577786,1.2688723;
30,waving,27020213504,-1.9793212,0.6577786,1.2688723;
30,waving,27027215104,-1.9793212,0.6577786,1.2688723;
30,waving,27034216960,0.96661735,2.1109967,0.82386935;
30,waving,27042219264,0.96661735,2.1109967,0.82386935;
30,waving,27049220864,0.96661735,2.1109967,0.82386935;
30,waving,27056222464,2.7472284,4.066077,0.7086532;
30,waving,27062223616,2.7472284,4.066077,0.7086532;
30,waving,27071225344,2.82773,5.1443095,0.72391564;
30,waving,27077226752,2.82773,5.1443095,0.72391564;
30,waving,27084228864,2.82773,5.1443095,0.72391564;
30,waving,27090230016,2.5401387,4.6092386,1.1997429;
30,waving,27097230872,2.5401387,4.6092386,1.1997429;
30,waving,27103232768,2.5401387,4.6092386,1.1997429;
30,waving,27111234304,2.5401387,4.6092386,1.1997429;
30,waving,27117235968,2.5401387,4.6092386,1.1997429;
30,waving,27117235968,3.6120963,4.213305,1.5259387;
30,waving,27793040736,3.5719953,4.3629456,-0.7158355;
30,waving,27808130048,3.5719953,4.3629456,-0.7158355;
30,waving,27833296128,1.3592495,4.668792,-0.6688513;
30,waving,27846299136,1.3592495,4.668792,-0.6688513;
30,waving,27853299712,1.3592495,4.668792,-0.6688513;
;,,,,,
30,waving,27859301632,0.08648682,5.0701027,-0.33517382;
30,waving,27866302464,0.08648682,5.0701027,-0.33517382;
30,waving,27872304896,0.08648682,5.0701027,-0.33517382;
30,waving,28798197504,0.6532897,5.4199405,-0.70446354;
30,waving,28815200768,0.6532897,5.4199405,-0.70446354;
30,waving,28842926848,2.851671,4.651435,0.36510006;
30,waving,28846928640,2.851671,4.651435,0.36510006;
30,waving,28854928896,2.851671,4.651435,0.36510006;
30,waving,28862930176,3.978693,4.360552,0.37916538;
30,waving,29800041984,-6.7534533,3.5675063,-0.071224436;
30,waving,29815349248,-6.7534533,3.5675063,-0.071224436;
30,waving,29839144448,-6.076223,4.6203017,1.0127038;
30,waving,29848146432,-5.7141156,4.2620945,1.452021;
30,waving,29859151360,-5.7141156,4.2620945,1.452021;
30,waving,29866155008,-5.7141156,4.2620945,1.452021;
30,waving,29873056352,-6.228547,3.3358774,1.9805182;
30,waving,30925651968,9.0667515,1.0695637,0.64910007;
30,waving,30937654272,12.876362,-0.7975342,-0.021846153;
30,waving,30937654272,12.876362,-0.7975342,-0.021846153;
30,waving,30943656704,13.856445,-0.307941,-0.25975972;
30,waving,30943656704,13.856445,-0.307941,-0.25975972;
30,waving,30949657344,13.856445,-0.307941,-0.25975972;
30,waving,30950657536,13.856445,-0.307941,-0.25975972;
30,waving,30955658496,13.856445,-0.307941,-0.25975972;
30,waving,30961660160,14.625548,-0.07421706,-0.6377281;
30,waving,30967661824,14.625548,-0.07421706,-0.6377281;
30,waving,30974663068,14.625548,-0.07421706,-0.6377281;
30,waving,30979664128,14.625548,-0.07421706,-0.6377281;
30,waving,30985665536,14.372074,-0.35492516,-0.8729482;
30,waving,30991666944,14.372074,-0.35492516,-0.8729482;
30,waving,30999668224,14.372074,-0.35492516,-0.8729482;
30,waving,30007670272,13.321065,-0.43452895,-0.58685344;
30,waving,30013672448,13.321065,-0.43452895,-0.58685344;
30,waving,30013672448,13.321065,-0.43452895,-0.58685344;
30,waving,30019673088,13.321065,-0.43452895,-0.58685344;
30,waving,30027675136,13.321065,-0.43452895,-0.58685344;
30,waving,30033677568,12.468167,-0.9585373,-0.17387143;
30,waving,30039677952,12.468167,-0.9585373,-0.17387143;
30,waving,30046678784,12.468167,-0.9585373,-0.17387143;
30,waving,30055681024,12.4547,-1.6564171,-0.08588829;
,,,,,
30,waving,30061682688,12.4547,-1.6564171,-0.08588829;
30,waving,30069684480,12.4547,-1.6564171,-0.08588829;
30,waving,30069684480,12.4547,-1.6564171,-0.08588829;
30,waving,30075686144,12.4547,-1.6564171,-0.08588829;
30,waving,30081687552,12.4547,-1.6564171,-0.08588829;
30,waving,30086688768,12.999357,-1.7019049,-0.19811167;
30,waving,30092690432,12.999357,-1.7019049,-0.19811167;
30,waving,30805567232,-17.856386,-2.433003,2.2530462;
30,waving,30826573056,-17.856386,-2.433003,2.2530462;
30,waving,30849577472,-15.690026,-0.7284046,2.5320587;
30,waving,30857579264,-15.690026,-0.7284046,2.5320587;
30,waving,30866580992,-15.690026,-0.7284046,2.5320587;
30,waving,30873584384,-11.89089,-0.27651843,2.222023;
30,waving,30883585024,-11.89089,-0.27651843,2.222023;
30,waving,30890587392,-11.320795,0.35302957,2.6541576;
30,waving,32810534656,13.675989,-0.9779893,1.29012;
30,waving,32849541632,13.675989,-0.9779893,1.29012;
30,waving,32863545344,13.337225,-0.42734662,1.4747647;
30,waving,32860544256,13.459024,-0.7822718,1.3502717;
30,waving,32873545728,13.337225,-0.42734662,1.4747647;
